cov_type,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE
low-rank,1.0004,0,0,0,5.0,0.0395018347514635,5,1.014694023953378
low-rank,1.0004,0,0,0,10.0,0.0757695221996571,5,1.230399971650515
low-rank,1.0004,0,0,0,15.0,0.1155718498263748,5,1.420910279235218
low-rank,1.0004,0,0,0,20.0,0.1579029036486928,5,1.5447351255973565
low-rank,1.0004,0,0,0,25.0,0.2037147081658209,5,1.6208914328171329
low-rank,1.0004,0,0,0,30.0,0.252125987813783,5,1.6636341424614454
low-rank,1.0004,0,0,0,35.0,0.3044523950203543,5,1.683144540985818
low-rank,1.0004,0,0,0,40.0,0.3609662580710761,5,1.6904597580150729
low-rank,1.0004,0,0,0,45.0,0.4220969871322027,5,1.6907522242126432
low-rank,1.0004,0,0,0,50.0,0.4890433708562864,5,1.6840612715678318
low-rank,1.0004,0,0,0,60.0,0.6462184513970272,5,1.659247788747659
low-rank,1.0004,0,0,0,70.0,0.8486870647402976,5,1.61991319221414
low-rank,1.0004,0,0,0,75.0,0.9770556200791892,5,1.5944153172187483
low-rank,1.0004,0,0,0,80.0,1.13304486551912,5,1.5610509137725248
low-rank,1.0004,0,0,0,82.13,1.212118252242626,5,1.5450768119679554
low-rank,1.0004,0,0,0,85.0,1.336052569854095,5,1.521064121680601
low-rank,1.0004,0,0,0,90.0,1.621970928453424,5,1.4675835951082317
low-rank,1.0004,0,0,0,95.0,2.114232985982856,5,1.389001679493007
low-rank,1.0004,0,0,0,99.0,3.22525855787064,5,1.2654632318480392
low-rank,1.0004,0,0,0,99.73,3.9938947572676655,5,1.2091692448297071
low-rank,1.0009,0,0,0,5.0,0.0430711807385765,10,1.2898406102500235
low-rank,1.0009,0,0,0,10.0,0.0782572936788059,10,1.4958344015451717
low-rank,1.0009,0,0,0,15.0,0.1174869271863379,10,1.650225658680845
low-rank,1.0009,0,0,0,20.0,0.1599063720476224,10,1.758331309899339
low-rank,1.0009,0,0,0,25.0,0.2052102489704611,10,1.825855818388249
low-rank,1.0009,0,0,0,30.0,0.2539541107074267,10,1.8653213394556991
low-rank,1.0009,0,0,0,35.0,0.3060656049925342,10,1.8844187935560712
low-rank,1.0009,0,0,0,40.0,0.3624336512482187,10,1.8877895332169468
low-rank,1.0009,0,0,0,45.0,0.424051258920784,10,1.877033047712784
low-rank,1.0009,0,0,0,50.0,0.4915231869855763,10,1.8590181201295184
low-rank,1.0009,0,0,0,60.0,0.648743976087294,10,1.8029640210500315
low-rank,1.0009,0,0,0,70.0,0.8504280877559263,10,1.7262536595212046
low-rank,1.0009,0,0,0,75.0,0.978705377076198,10,1.681481928101568
low-rank,1.0009,0,0,0,80.0,1.1363012480674803,10,1.6324618667887916
low-rank,1.0009,0,0,0,82.13,1.2129240231654124,10,1.609326719154728
low-rank,1.0009,0,0,0,85.0,1.337281092205345,10,1.573373591800484
low-rank,1.0009,0,0,0,90.0,1.6205917501311808,10,1.5011561412444747
low-rank,1.0009,0,0,0,95.0,2.108130187501665,10,1.4040681497695544
low-rank,1.0009,0,0,0,99.0,3.2204642723323813,10,1.2615275511133928
low-rank,1.0009,0,0,0,99.73,3.998841815638668,10,1.2010261284550685
low-rank,2.0018,0,0,0,5.0,0.1076298355206522,20,2.2717437662218387
low-rank,2.0018,0,0,0,10.0,0.1698918693776885,20,2.213889748250795
low-rank,2.0018,0,0,0,15.0,0.2257950821538909,20,2.162659543797035
low-rank,2.0018,0,0,0,20.0,0.2797451146914831,20,2.112938374167193
low-rank,2.0018,0,0,0,25.0,0.3332512217300243,20,2.0637983088910503
low-rank,2.0018,0,0,0,30.0,0.387742443880239,20,2.015627002148673
low-rank,2.0018,0,0,0,35.0,0.4437516781796081,20,1.970485650512901
low-rank,2.0018,0,0,0,40.0,0.5016252858340204,20,1.9248711192357464
low-rank,2.0018,0,0,0,45.0,0.5626853124633375,20,1.8807642687503832
low-rank,2.0018,0,0,0,50.0,0.6275485870467546,20,1.8367046651432015
low-rank,2.0018,0,0,0,60.0,0.774940684989598,20,1.749536457549308
low-rank,2.0018,0,0,0,70.0,0.9562011492303504,20,1.6590936637403784
low-rank,2.0018,0,0,0,75.0,1.067015007103302,20,1.6118353111070869
low-rank,2.0018,0,0,0,80.0,1.2016891096680375,20,1.56061335857423
low-rank,2.0018,0,0,0,82.13,1.2665590494752077,20,1.5381477281684086
low-rank,2.0018,0,0,0,85.0,1.3708547058608689,20,1.5051645838982215
